Chave|Nº Item|EAN|Reg. Anvisa|CódigoProd|NomeProd|NCM|Quantidade|Valor Unitário|Valor Total|Base ST Retido XML|ICMS ST XML|Alíquota|PMC|PMC 12|PMC 18|Concessão|Tipo Produto|Fator Redução
35180527849963000110550010001815431001809770|65|7896006210306||846741|BABY DRAX 4 ENV UQ|30049099|1.0|2.71|2.71|3.49|0.38|18|20.41|||||25.56
35180527849963000110550010001815431001809770|66|7896006214441||189167|SIMETICONA UQ 125MG 10 S|30049099|5.0|1.59|7.95|13.55|1.45|18|13.58|||||25.56
35180527849963000110550010001815431001809770|67|7896006216308|1049711840014|846808|ECOS SUSP 120ML UQ|30041011|2.0|5.39|10.78|37.60|6.28|18|22.13|20.46|22.13|NEGATIVA|Similar|25.56
35180527849963000110550010001815431001809770|68|7896006230205|1049700950093|771907|DIGESTINA GTS 20ML UQ|30049045|2.0|5.71|11.42|44.74|7.74|18|26.98|24.94|26.98|NEGATIVA|Similar|25.56
35180527849963000110550010001815431001809770|69|7896006234067|1049702860016|84806|CICLO 21 UNITARIO UNQ|30043999|6.0|2.04|12.24|9.78|0.96|18|7.39|6.9|7.4|POSITIVA|Similar|16.16
35180527849963000110550010001815431001809770|70|7896006276159|1049713360011|884775|PREDNISONA UQ 20MG 10 S|30044990|4.0|1.76|7.04|45.16|4.80|12|19.10|19.09|20.49|POSITIVA|Genérico|27.88
35180527849963000110550010001815431001809770|71|7896006277408||768499|OLEO MINERAL 100ML U.Q.|30049099|1.0|2.27|2.27|2.99|0.32|18|15.85|||||27.88
35180527849963000110550010001815431001809770|72|7896006290285|1049711960141|197640|UNIPRAZOL 20MG 56 S U.Q|30049069|2.0|4.7|9.40|0.00|0.00|18|29.98|53.78|57.72|POSITIVA|Similar|16.16
35180527849963000110550010001815431001809770|73|7896006290988|1049712870030|892471|STER COLIRIO 5ML U.Q|30043999|1.0|15.73|15.73|19.48|0.84|18|23.14|21.4|23.14|NEGATIVA|Similar|25.56
35180527849963000110550010001815431001809770|74|7896015560300|1010700560123|69898|SAL DE FRUTA TRADICIONAL 100G|30049029|2.0|11.98|23.96|33.36|2.08|18|19.64|48.21|52.15|NEGATIVA|Específico|25.56
35180527849963000110550010001815431001809770|75|7896016804939|1063902650037|17921|LUFTAL MAX 125MG GEL 10 S BM/O|30049099|1.0|14.84|14.84|20.24|1.24|18|23.34|21.59|23.34|NEGATIVA|Novo (Referência)|25.56
35180527849963000110550010001815431001809770|76|7896026301428|1036700130213|72785|BUSCOPAN COMPOSTO 20 S BOEHRIN|30044990|5.0|9.09|45.45|62.10|3.55|18|14.35|13.26|14.35|NEGATIVA|Novo (Referência)|25.56
35180527849963000110550010001815431001809770|77|7896026303002|1036701590099|874750|BUSCOFEM 400MG 10 S BOEHRINGER|30049029|1.0|13.1|13.10|6.92|0.36|18|21.72|nc|nc|NEGATIVA|Novo (Referência)|25.56
35180527849963000110550010001815431001809770|78|7896033252515||26609|PERIOTRAT SEM ALCOOL 250ML|33069000|3.0|7.83|23.49|31.74|3.24|18|25.12|||||25.56
35180527849963000110550010001815431001809770|79|7896070601772|1130002710300|747196|BI PROFENID 150MG 10 S SAN/AVE|30049029|1.0|34.14|34.14|39.55|1.09|18|54.89|51.15|54.9|POSITIVA|Novo (Referência)|25.56
35180527849963000110550010001815431001809770|80|7896094208094|1003301540012|79582|IUMI 3+20MCG 24 S LIBBS|30066000|1.0|33.79|33.79|37.29|0.96|18|50.80|47.33|50.8|POSITIVA|Similar|16.16
35180527849963000110550010001815431001809770|81|7896094208117|1003301710015|114967|NACTALI 75MG 28 S LIBBS|30066000|1.0|23.36|23.36|25.91|0.67|18|34.53|32.18|34.53|POSITIVA|Similar|16.16
35180527849963000110550010001815431001809770|82|7896094904682|1781700920044|105338|BENEGRIPE 20 S HYPER DM|30045090|1.0|17.13|17.13|23.67|1.45|18|27.86|nc|nc|NEGATIVA|Novo (Referência)|16.16
35180527849963000110550010001815431001809770|83|7896112110354|1037004450099|820514|AMINOFILINA TEUTO 200MG 20 S|30049099|4.0|2.08|8.32|11.20|0.44|12|4.81|4.81|5.17|POSITIVA|Genérico|27.88
35180527849963000110550010001815431001809770|84|7896112140931|1037000760158|822262|IBUPRIL 300MG 20 S TEUTO|30049029|2.0|2.41|4.82|2.34|0.12|18|14.20|nc|nc|NEGATIVA|Similar|25.56
35180527849963000110550010001815431001809770|85|7896112148715|1037003570041|821512|OMEPRAZOL TEUTO 20MG 28 S|30049069|1.0|3.96|3.96|18.46|0.49|12|31.48|31.48|33.79|POSITIVA|Genérico|27.88
35180527849963000110550010001815431001809770|86|7896112400608|1097402370013|889873|STELE 1MG CR VAG 50G+APL BIOLA|30043933|1.0|30.51|30.51|34.28|1.07|18|46.59|43.38|46.56|POSITIVA|Similar|16.16
35180527849963000110550010001815431001809770|87|7896112413790||906297|PRESSAT 5MG 60 S BIOLAB|30049069|1.0|44.72|44.72|51.13|1.91|18|69.86|||||16.16
35180527849963000110550010001815431001809770|88|7896116801517||53983|DIANE 35 21 S SCHERING BRASIL|30043939|1.0|18.63|18.63|20.43|0.49|18|28.28|||||16.16
35180527849963000110550010001815431001809770|89|7896180300213|1172500280028|838615|FLUTINOL 1MG SUSP.OFT.5ML LATI|30043210|1.0|19.04|19.04|23.21|0.97|18|28.02|25.91|28.03|NEGATIVA|Similar|25.56
35180527849963000110550010001815431001809770|90|7896181906322|1121302910039|36889|LORATADINA BIOS 10MG 12 S|30049069|1.0|6.99|6.99|23.45|2.28|12|33.10|34.17|36.96|NEGATIVA|Genérico|41.36
35180527849963000110550010001815431001809770|91|7896181924739|1121304650026|144873|HEXAMEDINA+CLOR TETRACAINA 50ML|30049039|3.0|14.04|42.12|62.94|2.82|12|29.57|29.57|31.99|NEGATIVA|Genérico|41.36
35180527849963000110550010001815431001809770|92|7896206407902|1161802500025|158154|SYMBICORT SPRAY 6/200MCG 120DS|30049099|1.0|60.6|60.60|88.65|4.57|18|120.44|141.11|151.43|POSITIVA|Similar|16.16
35180527849963000110550010001815431001809770|93|7896212415618|1123633650057|816652|TYLENOL SINUS 500MG 24 S|30044200|3.0|11.96|35.88|43.38|1.62|18|16.62|15.37|16.63|NEGATIVA|Novo (Referência)|16.16
35180527849963000110550010001815431001809770|94|7896226102801||87528|VITERGAN ZINCO PLUS 30 S MARJA|30045090|1.0|56.97|56.97|70.85|3.04|18|84.89|||||16.16
35180527849963000110550010001815431001809770|95|7896226102818||59964|PASALIX 20 S MARJAN|30049099|2.0|24.46|48.92|63.74|3.26|18|38.81|||||16.16
35180527849963000110550010001815431001809770|96|7896226105505||146399|PREFOLIN 30 CAPS GELATINOSA MOLE|21069030|1.0|32.66|32.66|||18|57.30|||||16.16
35180527849963000110550010001815431001809770|97|7896226502809||22897|FLANAX 550MG 10 S BAYER OTC|30049029|1.0|22.99|22.99|29.66|1.48|18|34.33|||||16.16
35180527849963000110550010001815431001809770|98|7896227800010|1105200010142|14548|EMPLASTRO SALONPAS PEQ.4UN|30051010|4.0|2.27|9.08|11.68|0.56|18|3.52|3.25|3.52|NEGATIVA|Novo|16.16
35180527849963000110550010001815431001809770|99|7896227800201||760603|EMPLASTRO SALONPAS GD 2UN|30051010|1.0|4.52|4.52|5.81|0.28|18|7.01|||||16.16
35180527849963000110550010001815431001809770|100|7896241248430|1097400960026|21543|LIPLESS 100MG 30 S BIOLAB SANU|30049029|1.0|41.57|41.57|65.32|5.59|18|89.16|83.07|89.15|POSITIVA|Similar|16.16
35180527849963000110550010001815431001809770|101|7896241274903|1097401010021|47563|NORESTIN 0,35MG 35 S BIOLAB|30049099|1.0|6.64|6.64|0.00|0.00|18|10.60|9.88|10.6|POSITIVA|Similar|16.16
35180527849963000110550010001815431001809770|102|7896255716949|1055302890011|24059|SYNTHROID  25MCG 30 S ABBOTT|30043981|1.0|16.42|16.42|20.52|0.85|18|28.12|26.2|28.12|POSITIVA|Similar|16.16
35180527849963000110550010001815431001809770|103|7896255716963|1055302890141|35675|SYNTHROID  75MCG 30 S ABBOTT|30043981|1.0|22.45|22.45|27.37|1.09|18|35.74|33.3|35.74|POSITIVA|Similar|16.16
35180527849963000110550010001815431001809770|104|7896261010222|1010703340045|839597|TRIMEDAL 500MG 24 S NOVARTIS|30049045|1.0|15.11|15.11|20.20|0.94|18|24.21|22.39|24.21|NEGATIVA|Novo|16.16
35180527849963000110550010001815431001809770|105|7896331703443|1068901350197|69047|RESFENOL 20 S|30039055|1.0|4.75|4.75|2.04|0.20|18|39.98|nc|nc|NEGATIVA|Similar (Referência)|16.16
35180527849963000110550010001815431001809770|106|7896331703832||96222|PERIOTRAT MENTA 250ML HERTZ|33069000|1.0|7.98|7.98|10.58|1.08|18|25.12|||||16.16
35180527849963000110550010001815431001809770|107|7896331703924||918714|RITMONEURAN RTM 20 S HERTZ|30044990|2.0|3.89|7.78|8.68|0.86|18|43.92|||||16.16
35180527849963000110550010001815431001809770|108|7896331704808|1068900700097|200170|RAPILAX GOTAS 30ML HERTZ|30039099|2.0|3.16|6.32|0.00|0.00|18|11.38|10.53|11.38|NEGATIVA|Similar|25.56
35180527849963000110550010001815431001809770|109|7896331705454|1068901510070|199265|SANILIN SPRAY 50ML|30039099|1.0|5.99|5.99|16.89|2.39|18|20.15|18.62|20.14|NEGATIVA|Similar|25.56
35180527849963000110550010001815431001809770|110|7896422505154|1832600440030|795161|CLOR BROMEXINA MED AD 120ML|30049099|4.0|4.08|16.32|52.92|4.96|12|18.69|nc|nc|NEGATIVA|Genérico|41.36
35180527849963000110550010001815431001809770|111|7896422505345|1832602190023|813717|VAL BETAMETASONA MED CR 30G|30043290|3.0|4.52|13.56|44.01|4.20|12|20.69|20.69|22.38|NEGATIVA|Genérico|41.36
35180527849963000110550010001815431001809770|112|7896422505550|1832602320016|832584|SIMETICONA MED 40MG 20 S|30049099|1.0|2.31|2.31|7.64|0.72|12|10.85|10.85|11.74|NEGATIVA|Genérico|41.36
35180527849963000110550010001815431001809770|113|7896422507295|1832600970013|772277|CETOPROFENO MED 100MG 20 S|30049029|27.0|19.6|529.20|870.75|49.68|12|32.90|32.9|35.31|POSITIVA|Genérico|27.88
35180527849963000110550010001815431001809770|114|7896523200637|1438100230014|885459|ACICLOMED CR 10G CIMED|30039069|1.0|2.08|2.08|12.22|2.08|18|14.57|27.58|29.83|NEGATIVA|Similar|25.56
35180527849963000110550010001815431001809770|115|7896523201641|1438100100013|85860|PROBENXIL 50MG 20 S CIMED|30039047|1.0|2.92|2.92|0.00|0.00|18|7.33|10.53|11.31|POSITIVA|Similar|16.16
35180527849963000110550010001815431001809770|116|7896523202532|1438100040037|17947|MEBENIX 400MG 1 S CIMED|30049099|10.0|1.12|11.20|66.50|5.10|18|8.14|9.21|9.88|POSITIVA|Similar|16.16
35180527849963000110550010001815431001809770|117|7896523202600|1438100240028|13961|NARIX AD 30ML CIMED|30039079|5.0|1.13|5.65|28.90|4.85|18|6.90|6.52|7.05|NEGATIVA|Similar|25.56
35180527849963000110550010001815431001809770|118|7896523206110|1438100590010|9084|CIMELIDE 100MG 12 S CIMED|30039049|7.0|1.57|10.99|12.74|1.26|18|16.02|16.96|18.21|POSITIVA|Similar|16.16
35180527849963000110550010001815431001809770|119|7896523206547||823872|VALERIMED 50MG 20 S|30044990|1.0|3.76|3.76|1.85|0.20|18|16.85|||||16.16
35180527849963000110550010001815431001809770|120|7896523206868|1438100880019|762062|DIAD 0,75MG 2 S CIMED|30033939|9.0|0.07|0.63|42.03|2.34|18|15.93|21.3|22.87|POSITIVA|Similar|16.16
35180527849963000110550010001815431001809770|121|7896523207360|1438100510076|885913|NEVRALGEX 10x10 COMP CIMED|30049039|1.0|14.43|14.43|27.58|4.66|18|50.20|47.39|51.25|NEGATIVA|Similar|25.56
35180527849963000110550010001815431001809770|122|7896523207803|1438101000012|104935|DICLOF DIETIL CIMED 60GR|30049037|2.0|0.4|0.80|2.88|0.12|12|11.01|15.29|16.55|NEGATIVA|Genérico|41.36
35180527849963000110550010001815431001809770|123|7896523207964|1438101010018|104885|NIT MICONAZOL CIMED 30ML|30039049|6.0|2.89|17.34|50.04|5.40|12|7.36|13.14|14.22|NEGATIVA|Genérico|41.36
35180527849963000110550010001815431001809770|124|7896523209845|1438101550020|5579|CAPTOPRIL CIMED 25MG 30 S|30039099|2.0|0.52|1.04|11.40|0.62|12|9.54|19.78|21.23|POSITIVA|Genérico|27.88
35180527849963000110550010001815431001809770|125|7896523210759|1438101440012|5561|MAL ENALAPRIL CIMED 10MG 30 S|30049067|1.0|1.47|1.47|7.80|0.01|12|13.06|31.37|33.66|POSITIVA|Genérico|27.88
35180527849963000110550010001815431001809770|126|7896523210773|1438101440047|127951|MAL ENALAPRIL CIMED 20MG 30 S|30039077|1.0|3.08|3.08|14.35|0.11|12|23.52|31.37|33.66|POSITIVA|Genérico|27.88
35180527849963000110550010001815431001809770|127|7896523210797|1438101330047|904995|BEPANTRIZ PDA 30GR CIMED|30039019|3.0|13.17|39.51|0.00|0.00|18|17.54|16.56|17.92|NEGATIVA|Específico|27.88
35180527849963000110550010001815431001809770|128|7896523210865|1438101530011|97709|DUCODIL 5MG 20 S CIMED|30039079|1.0|3.25|3.25|5.04|0.86|18|7.01|6.61|7.15|NEGATIVA|Similar|25.56
35180527849963000110550010001815431001809770|129|7896523210940|1438101460048|183970|GLIMEPIRIDA CIMED 4MG 30 S|30049099|1.0|5.4|5.40|20.08|0.05|12|33.72|83.22|89.31|POSITIVA|Genérico|27.88
35180527849963000110550010001815431001809770|130|7896523211268|1438101520016|104679|NIMESULIDA CIMED GTS 15ML|30049099|2.0|2.56|5.12|23.88|0.12|12|18.55|21.79|23.38|POSITIVA|Genérico|27.88
35180527849963000110550010001815431001809770|131|7896523211855|1438101580019|63602|DICLOF RESINATO CIMED GTS 20ML|30039047|1.0|1.42|1.42|7.15|0.02|12|11.90|12.23|13.13|POSITIVA|Genérico|27.88
35180527849963000110550010001815431001809770|132|7896523212920|1438101680013|186619|ATENOLOL CIMED 25MG 30 S|30039052|2.0|0.58|1.16|12.32|0.02|12|7.02|14.31|15.36|POSITIVA|Genérico|27.88
35180527849963000110550010001815431001809770|133|7896523214351|1438101950029|186585|PANTOPRAZOL CIMED 20MG 28 S|30049099|1.0|3.9|3.90|30.03|0.31|12|41.35|98.55|105.77|POSITIVA|Genérico|27.88
35180527849963000110550010001815431001809770|134|7896523214382|1438101950053|186577|PANTOPRAZOL CIMED 40MG 28 S|30049099|4.0|8.39|33.56|236.64|5.36|12|66.70|173.69|186.39|POSITIVA|Genérico|27.88
35180527849963000110550010001815431001809770|135|7896523214474|1438101720015|183178|DICLOF SODICO CIMED 50MG 20 S|30039047|44.0|1.57|69.08|259.60|0.88|12|9.87|18.08|19.41|POSITIVA|Genérico|27.88
35180527849963000110550010001815431001809770|136|7896523215235|1438101690043|179044|SINVASTATINA CIMED 20MG 30 S|30039069|2.0|1.91|3.82|12.70|0.02|12|21.15|28.09|30.15|POSITIVA|Genérico|27.88
35180527849963000110550010001815431001809770|137|7896523216454|1438100460087|886044|CIFLOGEX LARANJA 12 S CIMED|30039099|1.0|0.33|0.33|1.28|0.14|18|11.74|nc|nc|NEGATIVA|Similar|25.56
35180527849963000110550010001815431001809770|138|7896523216478||823286|CIFLOGEX MEL LIMAO 12 S CIMED|30039099|2.0|0.37|0.74|2.50|0.26|18|11.74|||||25.56
35180527849963000110550010001815431001809770|139|7896641803871|1063902310058|55905|NEOSALDINA 20 S NYCOMED/OTC|30049069|1.0|11.46|11.46|17.63|1.29|18|20.29|nc|nc|NEGATIVA|Novo|25.56
35180527849963000110550010001815431001809770|140|7896641804120|1063902010068|933622|BRONCHO-VAXOM 3,5MG 30 S SACHE|30049099|1.0|95.87|95.87|111.34|3.35|18|148.61|138.48|148.61|POSITIVA|Biológicos|25.56
35180527849963000110550010001815431001809770|141|7896641804588|1063902520044|38737|NEBACETIN PDA 15G NYCOMED/OTC|30042099|1.0|10.79|10.79|14.22|0.75|18|16.39|15.15|16.39|NEGATIVA|Novo|25.56
35180527849963000110550010001815431001809770|142|7896641805936|1063900990300|880492|NORIPURUM XAROPE 120ML NYCOMED|30049099|1.0|18.11|18.11|21.43|0.75|18|25.22|23.32|25.22|NEGATIVA|Específico|25.56
35180527849963000110550010001815431001809770|143|7896641805943|1063902420112|906271|DRAMIN B6 30 S NYCOMED|30049039|1.0|12.52|12.52|15.78|0.74|18|18.04|16.68|18.04|NEGATIVA|Novo (Referência)|25.56
35180527849963000110550010001815431001809770|144|7896641809170|1063902660083|139360|NESINA 25MG 30 CAPS|30049099|1.0|57.93|57.93|71.78|3.08|18|89.34|203.53|220.14|NEGATIVA|Novo|25.56
35180527849963000110550010001815431001809770|145|7896658000485||679|DIPR.BETA+AC SAL PRATI PDA 30G|30049099|1.0|3.79|3.79|13.23|1.29|12|18.74|||||25.56
35180527849963000110550010001815431001809770|146|7896658007941|1057302310176|893461|DECONGEX PLUS 25X4 S ACHE|30049099|1.0|107.27|107.27|135.90|6.28|18|165.25|153.47|165.99|NEGATIVA|Similar|25.56
35180527849963000110550010001815431001809770|147|7896714200804|1558402340018|860338|TORSILAX 30 S NEO QUIMICA|30049037|1.0|10.02|10.02|28.73|4.60|18|35.00|32.37|35|NEGATIVA|Similar|25.56
35180527849963000110550010001815431001809770|148|7896714207049|1046504030012|831404|DROPROPIZINA NQ INF 120ML|30049067|1.0|3.12|3.12|6.86|0.52|12|9.84|9.84|10.65|NEGATIVA|Genérico|41.36
35180527849963000110550010001815431001809770|149|7896714207056|1046504030047|831396|DROPROPIZINA NQ XPE AD 120ML|30049067|5.0|3.8|19.00|51.35|4.50|12|15.11|15.12|16.35|NEGATIVA|Genérico|41.36
35180527849963000110550010001815431001809770|150|7896714210018|1558403800012|908426|DORALGINA 20 S NEO QUIMICA|30049069|4.0|2.69|10.76|17.84|1.76|18|17.72|nc|nc|NEGATIVA|Similar|25.56
35180527849963000110550010001815431001809770|151|7896714214115|1046504180014|831057|ACEBROFILINA NQ XPE INF 120ML|30049099|10.0|3.16|31.60|112.20|11.00|12|19.09|19.09|20.49|POSITIVA|Genérico|27.88
35180527849963000110550010001815431001809770|152|7896714214115|1046504180014|831057|ACEBROFILINA NQ XPE INF 120ML|30049099|2.0|3.16|6.32|22.44|2.20|12|19.09|19.09|20.49|POSITIVA|Genérico|27.88
35180527849963000110550010001815431001809770|153|7896714214146|1046504180030|831040|ACEBROFILINA NQ XPE AD 120ML|30049039|2.0|4.3|8.60|30.44|2.98|12|25.90|25.91|27.8|POSITIVA|Genérico|27.88
35180527849963000110550010001815431001809770|154|7896714214405|1558401610011|877274|NAPROXENO NQ 550MG 10 S|30049029|1.0|4.28|4.28|12.03|1.08|12|17.06|17.85|19.15|POSITIVA|Genérico|27.88
35180527849963000110550010001815431001809770|155|7896714219301|1046500240019|809608|HISTAMIN 2MG 20 S NEO QUIMICA|30049099|1.0|3.45|3.45|8.10|1.21|18|9.91|9.16|9.91|NEGATIVA|Similar|25.56
35180527849963000110550010001815431001809770|156|7896714224459|1558403770032|120709|COLIRIO NEO BRASIL 20ML|30049099|5.0|3.38|16.90|50.05|7.85|18|11.78|12.45|13.47|NEGATIVA|Similar|25.56
35180527849963000110550010001815431001809770|157|7896714225753|1046504620030|891309|MAL TIMOLOL NQ 0,5 5ML|30049079|1.0|1.52|1.52|1.62|0.12|12|9.70|9.7|10.41|POSITIVA|Genérico|27.88
35180527849963000110550010001815431001809770|158|7896714230023||809905|NEOSORO INF 30ML NQ|30049039|1.0|1.35|1.35|2.29|0.27|18|7.63|||||27.88
35180527849963000110550010001815431001809770|159|7896714230054|1558403070057|908392|MASSAGEOL PDA 15GR NQ|30049099|1.0|3.02|3.02|8.71|1.38|18|10.55|9.75|10.55|NEGATIVA|Similar|25.56
35180527849963000110550010001815431001809770|160|7896714231143|1558401270040|788075|NEOSORO GTS 30ML NQ|30049099|6.0|2.72|16.32|43.26|6.66|18|8.58|7.93|8.58|NEGATIVA|Similar|25.56
35180527849963000110550010001815431001809770|161|7896714236148|1558401420042|127175|MAGNOSTASE 2MG 12 S N.Q.|30049062|1.0|2.15|2.15|6.42|1.02|18|7.53|6.96|7.53|NEGATIVA|Similar|25.56
35180527849963000110550010001815431001809770|162|7896862910037|1091700380026|868570|GASTROGEL 20 S MEDQUIMICA|30044990|1.0|4.29|4.29|10.92|1.69|18|13.38|12.37|13.38|NEGATIVA|Similar|25.56
35180527849963000110550010001815431001809770|163|7896862920029|1091700760015|191155|GRIPINEW 20 S MEDQUIMICA|30045090|2.0|2.13|4.26|5.38|0.58|18|25.60|nc|nc|NEGATIVA|Similar|25.56
35180527849963000110550010001815431001809770|164|7896862940058|1091700150047|96842|DIPIMED 20ML MEDQUIMICA|30039099|5.0|1.44|7.20|9.10|0.95|18|9.51|nc|nc|NEGATIVA|Similar|25.56
35180527849963000110550010001815431001809770|165|7896862960087|1091700830056|928705|IBUPROFENO MEDQ 100MG 20ML|30049029|4.0|2.57|10.28|19.64|1.84|12|18.35|nc|nc|NEGATIVA|Genérico|41.36
35180527849963000110550010001815431001809770|166|7897076915481|1235202230032|129288|GLICLAZIDA 30MG 60 S RANBAXY|30049079|1.0|18.8|18.80|24.30|1.16|12|37.84|37.84|40.6|POSITIVA|Genérico|27.88
35180527849963000110550010001815431001809770|167|7897129300059|1019100610021|53330|CAMOMILINA C 20 S IGEFARMA|30045090|1.0|26.9|26.90|33.47|1.71|18|49.66|nc|nc|NEGATIVA|Novo|27.88
35180527849963000110550010001815431001809770|168|7897129300134||8300|VERRUX 10ML IGEFARMA|30049029|1.0|42.19|42.19|52.79|2.56|18|64.00|||||27.88
35180527849963000110550010001815431001809770|169|7897316801499||22434|IBULIV 400MG 8 CPS GELATINOSAS|30049029|3.0|5.9|17.70|18.00|2.16|18|18.73|||||27.88
35180527849963000110550010001815431001809770|170|7897322704944|1781700810141|858720|RINOSORO 3% SIC SPR 50ML FMS OTC|30049039|1.0|12.57|12.57|16.14|0.78|18|19.59|18.11|19.58|NEGATIVA|Específico|27.88
35180527849963000110550010001815431001809770|171|7897595602039|1004703060021|811760|CLARILERG 10MG 12 S SANDOZ|30049069|1.0|4.25|4.25|13.76|2.10|18|16.64|15.39|16.64|NEGATIVA|Similar|25.56
35180527849963000110550010001815431001809770|172|7897595602589|1004703630073|810010|ATENOLOL SANDOZ  50MG 30 S|30049042|1.0|2.93|2.93|9.73|0.92|12|16.82|16.82|18.05|POSITIVA|Genérico|27.88
35180527849963000110550010001815431001809770|173|7897595620293|1004705170010|2386|DESOGESTREL 0,75MG 28 S SANDOZ|30043937|2.0|11.57|23.14|29.04|0.82|12|25.22|25.22|27.05|POSITIVA|Genérico|27.88
35180527849963000110550010001815431001809770|174|7897595620354|1004705170037|183814|DESOGESTREL 0,75MG 84 S SANDOZ|30043937|1.0|33.54|33.54|59.31|3.51|12|60.55|60.55|64.97|POSITIVA|Genérico|27.88
35180527849963000110550010001815431001809770|175|7897848500501|1476100140190|199687|CLOR AMBROXOL NATIVIT AD 120ML|30049039|34.0|3.12|106.08|432.14|45.22|12|17.62|17.62|19.05|NEGATIVA|Genérico|41.36
35180527849963000110550010001815431001809770|176|7897848500631||199711|CLOR AMBROXOL NATIV INF 120ML|30049039|35.0|2.32|81.20|235.90|22.05|12|13.09|||||41.36
35180527849963000110550010001815431001809770|177|7897848502291||199679|ESPINAZE GEL 20G NATIVITA|30049029|17.0|2.73|46.41|59.84|2.38|18|28.43|||||41.36
35180527849963000110550010001815431001809770|178|7898014561333|1171700090054|1735|AEROFRIN 100MCG SPRAY PHARMASC|30049099|1.0|11.06|11.06|15.20|2.50|18|34.38|32.71|35.1|POSITIVA|Similar|16.16
35180527849963000110550010001815431001809770|179|7898040322120|1039001720024|890475|ULTRAFER 50MG SOL.ORAL 30ML FQ|30049079|1.0|23.65|23.65|28.98|1.13|18|34.86|32.23|34.87|NEGATIVA|Específico|16.16
35180527849963000110550010001815431001809770|180|7898049796083|1039201800021|192088|CIPROFIBRATO 100MG 30 S VITAME|30039099|3.0|13.43|40.29|114.21|9.96|12|65.74|65.74|70.55|POSITIVA|Genérico|27.88
35180527849963000110550010001815431001809770|181|7898074617438|1008400750377|778878|FLUIMUCIL XPE AD 120ML ZAMBON|30039099|1.0|38.01|38.01|51.56|2.89|18|59.41|nc|nc|NEGATIVA|Novo (Referência)|27.88
35180527849963000110550010001815431001809770|182|7898074618183|1008401400043|77875|SEKI XAROPE 120ML ZAMBOM|30039099|1.0|19.63|19.63|26.68|1.69|18|30.63|28.32|30.63|NEGATIVA|Similar (Referência)|27.88
35180527849963000110550010001815431001809770|183|7898075310222|1048100560016|885566|CLOFEN K 50MG 20 S CIMED|30049037|9.0|2.69|24.21|0.00|0.00|18|10.01|12.73|13.66|POSITIVA|Similar|16.16
35180527849963000110550010001815431001809770|184|7898075310901|1048100760023|885590|LIDOPASS  PD LARANJA 25G CIMED|30049043|1.0|3.47|3.47|12.16|0.94|18|16.18|15.4|16.52|POSITIVA|Similar|16.16
35180527849963000110550010001815431001809770|185|7898075311359|1048100310028|185025|MENTALOL 30G CIMED|30039049|1.0|6.75|6.75|12.44|2.12|18|14.52|15.9|17.19|NEGATIVA|Similar|25.56
35180527849963000110550010001815431001809770|186|7898095343880|1558400400064|135665|IBUPROFENO NQ 100MG 20ML|30049029|1.0|3.33|3.33|10.27|0.37|12|21.79|nc|nc|NEGATIVA|Genérico|41.36
35180527849963000110550010001815431001809770|187|7898100243143|1003800480082|200063|AMBROL PED XPE 100ML BRASTERA|30039049|3.0|1.99|5.97|7.62|0.36|18|16.37|nc|nc|NEGATIVA|Similar|25.56
35180527849963000110550010001815431001809770|188|7898100243150|1003800480074|200071|AMBROL AD XPE 100ML BRASTERA|30039049|3.0|1.99|5.97|7.62|0.36|18|23.92|22.12|23.93|NEGATIVA|Similar|25.56
35180527849963000110550010001815431001809770|189|7898148291298|1256801510019|74104|CLOR METFOR.PRATI 850MG 30 S|30039059|2.0|2.03|4.06|9.60|0.76|12|4.89|16.29|17.47|POSITIVA|Genérico|27.88
35180527849963000110550010001815431001809770|190|7898148293995|1256801240011|114637|BROMIDRATO FENOTEROL GTS PRATI|30049039|3.0|2.93|8.79|12.60|0.51|12|4.30|4.3|4.62|POSITIVA|Genérico|27.88
35180527849963000110550010001815431001809770|191|7898148295012|1256800500011|812743|PARACETAMOL PRATI 500MG 20 S|30049045|1.0|1.46|1.46|2.80|0.25|12|11.31|nc|nc|NEGATIVA|Genérico|41.36
35180527849963000110550010001815431001809770|192|7898148295159|1256801610013|78550|IBUPROFENO PRATI 600MG 20 S|30049029|6.0|2.57|15.42|39.00|3.90|12|19.27|19.27|20.68|POSITIVA|Genérico|27.88
35180527849963000110550010001815431001809770|193|7898148296491|1256801290191|812727|FOSF PREDNISOLONA PRATI 120ML|30049099|1.0|6.69|6.69|14.91|1.12|12|25.45|25.44|27.3|POSITIVA|Genérico|27.88
35180527849963000110550010001815431001809770|194|7898148296552|1256801290213|112359|FOSF PREDNISOLONA PRATI 60ML|30043999|5.0|3.67|18.35|40.55|3.00|12|13.91|13.91|14.93|POSITIVA|Genérico|27.88
35180527849963000110550010001815431001809770|195|7898148297535|1256801010032|114496|TINID+MICONAZOL PRATI 45GR|30049066|1.0|5.92|5.92|20.49|1.99|12|29.23|29.23|31.62|NEGATIVA|Genérico|41.36
35180527849963000110550010001815431001809770|196|7898148297610|1256801100015|1461|DIPR.BETA+AC SAL PRATI 30ML|30049099|1.0|4.03|4.03|16.42|1.69|12|23.27|23.28|25.18|NEGATIVA|Genérico|41.36
35180527849963000110550010001815431001809770|197|7898148301669||114769|DICLOF SODIO PRATI 50MG 20 S|30049037|1.0|1.48|1.48|5.23|0.51|12|9.10|||||41.36
